EmployeeID,Branch,Tenure,Salary,Department,JobSatisfaction,WorkLifeBalance,CommuteDistance,MaritalStatus,Education,PerformanceRating,TrainingHours,OverTime,NumProjects,YearsSincePromotion,EnvironmentSatisfaction,ChurnLikelihood,ChurnLikelihood_
356,Los Angeles,5.0,63500.0,Operations,4.0,4.420985838557696,Medium,Single,Bachelor,3.280939942195684,35.542843303151884,True,4.858832905283717,0.0,3.95608224098318,Moderately Likely to Churn,2
357,New York,3.0,70500.0,Human Resources,2.0,4.0,Medium,Married,Bachelor,3.6666666666666665,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
358,Scranton,4.0,56000.0,Public Relations,3.0,3.0,Medium,Single,Master,3.6666666666666665,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
359,Chicago,3.0,62000.0,Sales,3.0,4.0,Short,Married,High School,3.6666666666666665,96.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
360,Scranton,12.0,55500.0,IT Support,4.0,4.5,Medium,Divorced,Bachelor,3.0,18.0,True,2.0,6.0,2.0,Highly Likely to Churn,1
361,Philadelphia,6.0,63500.0,Marketing,3.0,4.5,Short,Married,High School,3.6666666666666665,30.0,False,3.0,0.0,2.0,Highly Likely to Churn,1
362,Los Angeles,7.0,79000.0,Product Management,2.0,4.0,Short,Married,Master,3.333333333333333,36.0,True,4.0,1.0,2.0,Highly Likely to Churn,1
363,Scranton,5.0,63500.0,Sales,5.0,3.859858835739208,Short,Married,Bachelor,3.879783716583804,24.16800461117017,True,3.5993398276109088,0.0,3.3909860203344984,Moderately Likely to Churn,2
364,Atlanta,4.0,58500.0,Marketing,3.0,4.0,Short,Married,Master,4.0,12.0,True,3.0,0.0,3.0,Highly Likely to Churn,1
365,Los Angeles,9.0,70000.0,Marketing,2.0,4.0,Long,Divorced,Bachelor,3.333333333333333,24.0,False,3.0,1.0,2.0,Highly Likely to Churn,1
366,Philadelphia,3.0,57000.0,Customer Service,4.0,3.0,Long,Divorced,High School,2.6666666666666665,30.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
367,Denver,13.0,66000.0,Accounting,3.0,3.0,Medium,Single,Bachelor,2.6666666666666665,30.0,True,4.0,1.0,3.0,Highly Likely to Churn,1
368,Denver,13.0,70000.0,Legal,1.0,3.5,Long,Married,Bachelor,3.0,12.0,True,3.0,3.0,2.0,Highly Likely to Churn,1
369,Philadelphia,8.0,66000.0,IT Support,4.0,4.0,Short,Married,Bachelor,4.0,6.0,True,4.0,2.0,2.0,Highly Likely to Churn,1
370,Denver,2.0,52000.0,Customer Service,3.0,3.0,Long,Single,Bachelor,3.0,30.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
371,Los Angeles,8.0,66500.0,Accounting,2.0,4.0,Short,Married,Bachelor,4.0,24.0,True,5.0,1.0,4.0,Moderately Likely to Churn,2
372,Scranton,6.0,56000.0,Accounting,4.0,4.0,Long,Divorced,Master,3.333333333333333,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
373,Philadelphia,20.0,82000.0,Marketing,3.0,3.5,Medium,Married,Bachelor,3.333333333333333,18.0,True,4.0,7.0,2.0,Highly Likely to Churn,1
374,San Francisco,6.0,62500.0,Customer Service,5.0,4.0,Short,Single,High School,4.0,48.0,False,4.0,0.0,3.0,Moderately Likely to Churn,2
375,Denver,11.0,70000.0,Marketing,3.0,3.5,Long,Married,Bachelor,3.6666666666666665,30.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
376,Philadelphia,5.0,66000.0,Accounting,2.0,3.5,Short,Married,High School,4.0,72.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
377,Philadelphia,3.0,59500.0,Facilities Management,4.0,2.9459849407804675,Short,Married,Bachelor,1.9338742317133435,36.19448892193789,True,4.436839487706208,0.0,2.940309646170724,Moderately Likely to Churn,2
378,Philadelphia,4.0,72000.0,Product Management,4.0,4.10974417617866,Long,Married,Bachelor,3.1533387183348776,36.08521231253319,True,3.326087077712538,0.0,2.896691850207767,Moderately Likely to Churn,2
379,San Francisco,7.0,64500.0,Public Relations,3.0,3.5,Medium,Single,High School,2.6666666666666665,64.0,True,2.0,0.0,2.7804985786920717,Highly Likely to Churn,1
380,Los Angeles,11.0,70500.0,Human Resources,5.0,4.0,Medium,Married,Master,3.0,12.0,True,3.0,5.0,2.0,Highly Likely to Churn,1
381,Los Angeles,4.0,78500.0,Research and Development,4.0,4.5,Short,Divorced,Bachelor,3.6666666666666665,24.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
382,Chicago,4.0,65500.0,Public Relations,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,6.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
383,Seattle,7.0,64500.0,Accounting,4.0,3.5,Long,Married,High School,3.0,80.0,True,3.0,1.0,2.0,Highly Likely to Churn,1
384,Boston,6.0,68000.0,Accounting,5.0,3.5,Medium,Divorced,Bachelor,3.333333333333333,24.0,False,0.0,0.0,2.0,Highly Likely to Churn,1
385,Dallas,5.0,59500.0,Procurement,4.0,3.5,Short,Married,Bachelor,3.6666666666666665,12.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
386,Los Angeles,4.0,55000.0,Public Relations,3.0,3.5,Medium,Married,Bachelor,3.333333333333333,30.0,True,4.0,0.0,4.0,Moderately Likely to Churn,2
387,New York,5.0,73000.0,Marketing,4.0,4.0,Short,Married,Bachelor,3.333333333333333,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
388,Miami,6.0,65000.0,Quality Assurance,2.0,4.185686894903624,Short,Single,Bachelor,3.456459417296697,24.337135313426703,True,3.839032428461537,0.0,2.8668981445189456,Highly Likely to Churn,1
389,Los Angeles,4.0,69500.0,Human Resources,4.0,3.5,Short,Married,Bachelor,3.6666666666666665,30.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
390,Scranton,2.0,57000.0,Sales,5.0,3.5,Short,Married,Bachelor,3.6666666666666665,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
391,Philadelphia,8.0,67000.0,Legal,5.0,5.0,Long,Divorced,High School,2.688648073686828,47.60000167012285,True,2.973593717406441,2.0,2.952345539522153,Moderately Likely to Churn,2
392,Miami,3.0,64000.0,Accounting,3.0,4.0,Short,Married,Bachelor,3.6666666666666665,12.0,True,4.0,0.0,4.0,Highly Likely to Churn,1
393,Chicago,12.0,62500.0,IT Support,4.0,4.0,Long,Single,Bachelor,4.333333333333333,18.0,True,5.0,2.0,4.0,Slightly Likely to Churn,3
394,New York,6.0,67000.0,Sales,4.0,4.0,Long,Married,High School,3.6666666666666665,56.0,True,5.0,0.0,3.0,Moderately Likely to Churn,2
395,Philadelphia,4.0,65000.0,Sales,2.0,4.0,Short,Married,High School,3.6666666666666665,64.0,True,5.0,0.0,3.0,Moderately Likely to Churn,2
396,Los Angeles,12.0,78000.0,Human Resources,4.0,3.5,Long,Single,Bachelor,3.6666666666666665,30.0,False,4.0,2.0,3.0,Moderately Likely to Churn,2
397,Denver,5.0,67000.0,Customer Service,4.0,4.5,Medium,Single,Bachelor,4.0,30.0,True,4.0,0.0,3.0,Highly Likely to Churn,1
398,Miami,14.0,61000.0,Accounting,5.0,4.5,Short,Divorced,High School,3.333333333333333,72.0,True,3.0,2.0,2.0,Highly Likely to Churn,1
399,Los Angeles,6.0,71000.0,Sales,4.0,4.0,Short,Married,Bachelor,3.333333333333333,18.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
400,Atlanta,5.0,61000.0,Research and Development,3.0,3.5,Medium,Single,High School,3.0,88.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
401,Boston,4.0,60500.0,Sales,3.0,3.5,Long,Divorced,High School,3.6666666666666665,56.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
402,Scranton,5.0,54500.0,Operations,4.0,3.5,Medium,Divorced,Bachelor,3.333333333333333,12.0,True,4.0,0.0,4.0,Slightly Likely to Churn,3
403,Denver,7.0,69000.0,IT Support,5.0,4.5,Medium,Single,Bachelor,3.333333333333333,30.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
404,Chicago,6.0,57000.0,Operations,5.0,3.5,Medium,Married,High School,4.0,88.0,True,0.0,0.0,3.0,Moderately Likely to Churn,2
405,Chicago,14.0,89000.0,Sales,3.0,4.5,Short,Divorced,Bachelor,4.0,24.0,False,4.0,4.0,3.0,Moderately Likely to Churn,2
406,Atlanta,7.0,69500.0,Legal,5.0,4.0,Long,Single,Bachelor,3.6666666666666665,18.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
407,Los Angeles,7.0,69000.0,Human Resources,3.0,3.0,Medium,Single,Bachelor,3.333333333333333,6.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
408,Atlanta,3.0,63500.0,Human Resources,3.0,3.5,Long,Married,Bachelor,2.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
409,Boston,4.0,58000.0,Administration,5.0,3.5,Long,Divorced,Bachelor,3.333333333333333,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
410,Philadelphia,5.0,62000.0,Quality Assurance,4.0,4.0,Medium,Married,Bachelor,3.333333333333333,30.0,False,4.0,0.0,3.0,Moderately Likely to Churn,2
411,Dallas,7.0,66500.0,Public Relations,2.0,4.0,Long,Married,Bachelor,4.0,30.0,True,4.0,1.0,3.0,Moderately Likely to Churn,2
412,Dallas,12.0,75500.0,Operations,2.0,4.5,Medium,Married,High School,4.333333333333333,64.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
413,Seattle,8.0,74000.0,Legal,2.0,3.0,Medium,Married,Bachelor,3.0,24.0,True,3.0,2.0,2.0,Highly Likely to Churn,1
414,Chicago,2.0,61000.0,Procurement,4.0,3.5,Medium,Married,Master,3.333333333333333,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
415,Scranton,10.0,62000.0,Administration,3.0,3.5,Short,Married,Bachelor,3.333333333333333,30.0,True,0.0,3.0,3.0,Moderately Likely to Churn,2
416,Atlanta,5.0,57000.0,Administration,3.0,4.0,Long,Divorced,Bachelor,4.0,30.0,True,4.0,0.0,3.0,Highly Likely to Churn,1
417,Philadelphia,9.0,71000.0,Administration,4.0,4.0,Short,Single,Bachelor,3.6724393281526138,11.96939818128018,True,3.1433356055720214,0.0,2.7559522250917223,Highly Likely to Churn,1
418,Miami,7.0,64000.0,Sales,3.0,4.0,Long,Single,High School,3.333333333333333,32.0,True,3.0,1.0,3.0,Highly Likely to Churn,1
419,Los Angeles,2.0,71500.0,Accounting,5.0,3.0,Short,Married,Bachelor,3.333333333333333,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
420,Boston,5.0,52000.0,Human Resources,5.0,3.639490664517047,Short,Single,High School,3.218029073839053,30.0,True,1.505266497785989,0.0,3.017328099445176,Highly Likely to Churn,1
421,New York,4.0,73500.0,Sales,3.0,3.5,Short,Married,Bachelor,4.0,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
422,Scranton,4.0,55500.0,Customer Service,5.0,4.0,Medium,Married,Bachelor,3.6666666666666665,18.0,False,4.0,0.0,4.0,Moderately Likely to Churn,2
423,Los Angeles,10.0,71000.0,Procurement,4.0,4.5,Medium,Married,Bachelor,3.6666666666666665,12.0,True,4.0,1.0,3.0,Moderately Likely to Churn,2
424,Miami,5.0,55000.0,Procurement,5.0,4.0,Short,Married,High School,4.0,88.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
425,Denver,10.0,72000.0,Sales,2.0,3.5,Long,Married,High School,3.333333333333333,32.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
426,New York,8.0,73000.0,Product Management,5.0,3.5,Short,Divorced,Bachelor,4.0,12.0,True,4.0,1.0,2.0,Highly Likely to Churn,1
427,Atlanta,7.0,65500.0,Public Relations,3.0,4.0,Medium,Married,Bachelor,4.0,18.0,True,0.0,0.0,3.0,Highly Likely to Churn,1
428,Atlanta,5.0,55000.0,Marketing,2.0,3.5,Medium,Married,High School,3.6666666666666665,30.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
429,Scranton,16.0,73500.0,Accounting,3.0,3.0,Short,Divorced,Bachelor,3.0,36.0,True,2.0,9.0,2.0,Highly Likely to Churn,1
430,Miami,3.0,49500.0,Customer Service,3.0,3.483103779811108,Long,Married,High School,3.705439311195708,56.376249021323474,True,3.166054315698552,0.0,2.7804985786920717,Highly Likely to Churn,1
431,Chicago,7.0,62000.0,Research and Development,4.0,3.5,Medium,Married,High School,3.333333333333333,30.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
432,Los Angeles,4.0,73000.0,Customer Service,2.0,2.5,Medium,Single,Bachelor,2.333333333333333,24.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
433,San Francisco,4.0,73000.0,Sales,4.0,3.5,Medium,Married,High School,3.0,96.0,False,2.0,0.0,2.0,Highly Likely to Churn,1
434,New York,6.0,69500.0,Human Resources,3.0,5.0,Short,Married,Bachelor,3.6386614591126474,18.400401454329792,True,1.5655981053909018,0.0,1.251083968443389,Highly Likely to Churn,1
435,Chicago,6.0,66000.0,Research and Development,3.0,3.5,Long,Single,Bachelor,3.333333333333333,12.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
436,Atlanta,15.0,83500.0,Research and Development,2.0,4.0,Long,Married,Bachelor,3.6666666666666665,30.0,True,4.0,2.0,4.0,Highly Likely to Churn,1
437,Philadelphia,14.0,86500.0,Sales,3.0,4.5,Short,Divorced,High School,3.333333333333333,88.0,True,4.0,2.0,3.0,Moderately Likely to Churn,2
438,Atlanta,6.0,61000.0,IT Support,5.0,3.768094682779767,Short,Single,Bachelor,4.948214487841232,23.66123694966884,True,3.451029062924958,0.0,2.794559858150457,Highly Likely to Churn,1
439,Miami,7.0,66500.0,Marketing,5.0,4.5,Long,Married,Master,3.6666666666666665,30.0,True,3.0,0.0,1.0,Highly Likely to Churn,1
440,Scranton,8.0,61500.0,Customer Service,4.0,3.1518006475240763,Medium,Single,Bachelor,3.406672434395471,30.421864534773807,True,4.572415718775882,2.0,2.964367758158524,Moderately Likely to Churn,2
441,Seattle,3.0,52000.0,Accounting,2.0,3.5,Medium,Single,High School,3.0,64.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
442,Atlanta,6.0,71000.0,Sales,4.0,4.0,Short,Married,High School,3.0,64.0,True,3.0,0.0,3.0,Highly Likely to Churn,1
443,Scranton,9.0,54500.0,Research and Development,4.0,3.5,Long,Married,High School,3.6666666666666665,88.0,True,4.0,2.0,3.0,Moderately Likely to Churn,2
444,San Francisco,5.0,68500.0,Customer Service,3.0,5.0,Medium,Married,Bachelor,4.666666666666667,18.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
445,Seattle,4.0,73500.0,Public Relations,1.0,3.5,Long,Married,Master,3.0,36.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
446,Denver,10.0,83000.0,Sales,3.0,4.0,Long,Married,Master,3.6666666666666665,24.0,True,4.0,4.0,3.0,Highly Likely to Churn,1
447,Chicago,4.0,69000.0,Marketing,4.0,4.0,Medium,Married,High School,3.6666666666666665,96.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
448,Chicago,5.0,70500.0,Marketing,4.0,3.5,Medium,Divorced,Bachelor,3.6666666666666665,36.0,True,0.0,0.0,1.0,Highly Likely to Churn,1
449,New York,15.0,75000.0,Marketing,1.0,3.5,Long,Single,Bachelor,3.0,30.0,True,3.0,5.0,2.0,Highly Likely to Churn,1
450,Seattle,8.0,71000.0,Sales,4.0,5.0,Long,Married,High School,4.0,56.0,True,3.0,2.0,3.0,Moderately Likely to Churn,2
451,Chicago,3.0,55000.0,IT Support,5.0,4.573435518471285,Medium,Married,High School,3.358910862565238,64.59683150291605,True,4.865163698137439,0.0,3.508523234232007,Moderately Likely to Churn,2
452,Boston,5.0,52500.0,Quality Assurance,3.0,4.0,Long,Married,High School,3.6666666666666665,48.0,False,4.0,0.0,2.0,Highly Likely to Churn,1
453,Chicago,7.0,66000.0,Product Management,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
454,Philadelphia,17.0,77500.0,Marketing,5.0,4.0,Medium,Married,Bachelor,3.333333333333333,30.0,True,3.0,2.0,2.0,Highly Likely to Churn,1
455,New York,4.0,55500.0,Operations,3.0,4.0,Medium,Divorced,Bachelor,3.0,30.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
456,Philadelphia,16.0,85000.0,Marketing,2.0,4.0,Short,Married,Bachelor,3.333333333333333,36.0,True,3.0,9.0,1.0,Highly Likely to Churn,1
457,Boston,6.0,66500.0,Administration,2.0,4.0,Short,Married,Master,4.0,30.0,True,2.0,0.0,2.0,Highly Likely to Churn,1
458,San Francisco,13.0,84000.0,Accounting,1.0,3.0,Long,Divorced,High School,3.333333333333333,96.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
459,Denver,9.0,69500.0,Sales,3.0,4.0,Long,Divorced,Master,4.0,30.0,True,0.0,2.0,2.0,Highly Likely to Churn,1
460,Chicago,5.0,47000.0,Facilities Management,2.0,3.5,Long,Married,High School,3.333333333333333,64.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
461,New York,1.0,65000.0,Marketing,4.0,3.7910240237968216,Long,Divorced,Bachelor,3.818271501986687,35.957656928586765,True,2.023732312194044,0.0,1.838612509762205,Highly Likely to Churn,1
462,Denver,12.0,74000.0,Sales,5.0,4.0,Medium,Single,High School,3.0,40.0,True,3.0,3.0,2.0,Highly Likely to Churn,1
463,New York,10.0,71500.0,Product Management,3.0,3.5,Long,Married,Bachelor,3.6666666666666665,18.0,True,4.0,4.0,3.0,Moderately Likely to Churn,2
464,Seattle,3.0,66000.0,Sales,5.0,4.0,Short,Married,Bachelor,3.6666666666666665,6.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
465,Los Angeles,16.0,77000.0,Operations,4.0,4.0,Long,Married,Bachelor,4.0,30.0,True,4.0,1.0,3.0,Moderately Likely to Churn,2
466,Denver,11.0,71000.0,Customer Service,2.0,4.0,Long,Married,Bachelor,3.333333333333333,30.0,True,3.0,4.0,1.0,Highly Likely to Churn,1
467,Los Angeles,10.0,70000.0,Sales,3.0,3.5,Medium,Married,Bachelor,3.6666666666666665,6.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
468,Seattle,9.0,66000.0,Human Resources,3.0,4.0,Medium,Married,Bachelor,4.333333333333333,24.0,True,5.0,2.0,4.0,Moderately Likely to Churn,2
469,Scranton,9.0,65500.0,Sales,5.0,3.0,Long,Married,Master,3.333333333333333,18.0,True,4.0,1.0,3.0,Moderately Likely to Churn,2
470,Philadelphia,3.0,63500.0,Research and Development,4.0,4.0,Medium,Married,Bachelor,3.333333333333333,36.0,True,2.0,0.0,1.0,Highly Likely to Churn,1
471,San Francisco,5.0,67500.0,Operations,3.0,3.5,Medium,Divorced,High School,3.333333333333333,30.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
472,Philadelphia,9.0,75500.0,Customer Service,4.0,4.5,Short,Divorced,Bachelor,3.6666666666666665,30.0,True,0.0,0.0,4.0,Slightly Likely to Churn,3
473,Philadelphia,8.0,64000.0,Marketing,3.0,4.588632810944823,Short,Single,High School,2.569362739955456,71.68087798580233,True,4.485226924808279,1.0,2.115251300007197,Moderately Likely to Churn,2
474,Scranton,4.0,58500.0,Human Resources,4.0,4.0,Short,Divorced,Bachelor,3.6666666666666665,30.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
475,San Francisco,6.0,80500.0,Accounting,2.0,3.5,Medium,Single,Master,3.0,30.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
476,Scranton,7.0,63000.0,Product Management,4.0,4.0,Short,Divorced,Bachelor,3.0,12.0,True,3.0,1.0,3.0,Moderately Likely to Churn,2
477,Philadelphia,13.0,73000.0,Sales,2.0,3.5,Medium,Married,Bachelor,3.333333333333333,30.0,True,3.0,7.0,2.0,Highly Likely to Churn,1
478,Denver,7.0,64500.0,Operations,5.0,4.549235743482336,Medium,Married,Master,4.602173911799578,18.10394037472667,True,2.1164467029093545,0.0,1.462219165137884,Highly Likely to Churn,1
479,New York,7.0,84500.0,Sales,4.0,3.922565011657649,Long,Married,Bachelor,4.137730062131408,18.17240776113743,True,3.612610203616872,0.0,2.414766329394216,Highly Likely to Churn,1
480,Miami,9.0,66500.0,Marketing,3.0,3.5,Long,Married,Bachelor,3.333333333333333,30.0,True,3.0,1.0,2.0,Highly Likely to Churn,1
481,Seattle,4.0,66500.0,Marketing,3.0,4.0,Long,Single,Bachelor,3.333333333333333,18.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
482,Chicago,12.0,62000.0,Administration,3.0,3.5,Short,Divorced,High School,3.333333333333333,56.0,True,4.0,5.0,3.0,Moderately Likely to Churn,2
483,Philadelphia,6.0,59000.0,Sales,5.0,4.5,Short,Married,High School,3.6666666666666665,64.0,True,0.0,0.0,3.0,Moderately Likely to Churn,2
484,San Francisco,8.0,60500.0,Facilities Management,4.0,3.5,Short,Married,High School,3.333333333333333,56.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
485,Los Angeles,6.0,67000.0,Administration,4.0,4.0,Long,Single,Bachelor,3.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
486,Seattle,2.0,61000.0,Human Resources,2.0,4.0744719946538615,Medium,Single,Bachelor,4.406148538450602,30.0,True,2.3171107087650906,0.0,1.2622107832324263,Highly Likely to Churn,1
487,Scranton,9.0,65000.0,Sales,3.0,4.0,Short,Married,High School,4.0,80.0,True,4.0,0.0,4.0,Slightly Likely to Churn,3
488,Miami,5.0,66000.0,Quality Assurance,3.0,3.5,Short,Married,Master,4.0,18.0,True,0.0,0.0,3.0,Highly Likely to Churn,1
489,New York,11.0,80500.0,Marketing,5.0,4.0,Medium,Divorced,High School,3.6666666666666665,24.0,True,4.0,4.0,2.0,Highly Likely to Churn,1
490,Chicago,12.0,72000.0,Public Relations,3.0,4.0,Medium,Married,Bachelor,3.333333333333333,12.0,True,3.0,6.0,2.0,Highly Likely to Churn,1
491,Scranton,6.0,62000.0,Facilities Management,2.0,3.4533885749946056,Short,Divorced,Bachelor,3.333897031879044,24.323422297538347,True,3.62105145197682,0.0,1.0,Highly Likely to Churn,1
492,Philadelphia,8.0,67000.0,Customer Service,4.0,3.819437341706173,Long,Married,High School,3.430920168377403,30.0,True,3.5825205668879905,2.0,3.41425937991977,Moderately Likely to Churn,2
493,Dallas,13.0,79000.0,Quality Assurance,3.0,3.5,Short,Married,Bachelor,3.333333333333333,24.0,True,4.0,2.0,3.0,Moderately Likely to Churn,2
494,Chicago,18.0,78500.0,Customer Service,3.0,4.0,Long,Married,Bachelor,3.6666666666666665,30.0,True,4.0,5.0,3.0,Moderately Likely to Churn,2
495,Denver,7.0,72500.0,Sales,3.0,4.5,Short,Married,Bachelor,3.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
496,Seattle,3.0,65500.0,Sales,2.0,3.0,Medium,Divorced,Bachelor,3.0,24.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
497,Atlanta,3.0,57500.0,Facilities Management,5.0,3.0,Short,Married,High School,3.0,80.0,True,4.0,0.0,3.0,Highly Likely to Churn,1
498,Seattle,9.0,67500.0,Accounting,2.0,4.0,Long,Married,Bachelor,3.6666666666666665,30.0,True,3.0,2.0,2.0,Highly Likely to Churn,1
499,Seattle,9.0,66500.0,Operations,4.0,4.0,Short,Married,Bachelor,3.333333333333333,24.0,True,3.0,1.0,2.0,Highly Likely to Churn,1
500,Chicago,11.0,77000.0,Legal,4.0,4.5,Medium,Single,High School,3.0,96.0,True,3.0,4.0,2.0,Highly Likely to Churn,1
501,Los Angeles,11.0,71500.0,Sales,4.0,4.0,Long,Single,High School,4.0,88.0,True,4.0,3.0,3.0,Moderately Likely to Churn,2
502,Chicago,3.0,52500.0,Procurement,1.0,3.5,Long,Single,High School,3.0,72.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
503,Denver,7.0,70500.0,Legal,4.0,3.0,Short,Married,Master,3.6666666666666665,18.0,True,4.0,1.0,2.0,Highly Likely to Churn,1
504,Chicago,18.0,73000.0,Human Resources,2.0,4.0,Medium,Married,Bachelor,4.0,12.0,True,4.0,4.0,3.0,Moderately Likely to Churn,2
505,Los Angeles,9.0,74000.0,Accounting,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,12.0,True,4.0,3.0,3.0,Moderately Likely to Churn,2
506,New York,8.0,72500.0,Sales,2.0,4.5,Medium,Divorced,Bachelor,4.666666666666667,12.0,True,5.0,0.0,3.0,Moderately Likely to Churn,2
507,Dallas,4.0,65000.0,Sales,3.0,3.5,Short,Married,Master,3.333333333333333,24.0,True,0.0,0.0,3.0,Moderately Likely to Churn,2
508,New York,8.0,62500.0,Customer Service,3.0,3.5,Long,Single,Bachelor,4.333333333333333,12.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
509,Scranton,7.0,67000.0,Legal,5.0,4.0,Short,Single,Bachelor,3.6666666666666665,6.0,True,4.0,1.0,2.0,Highly Likely to Churn,1
510,San Francisco,8.0,72000.0,Sales,4.0,3.9631849766988463,Long,Married,Bachelor,3.598524726508965,36.25057309640256,True,4.487721404334742,1.0,1.3669035259626128,Highly Likely to Churn,1
511,Los Angeles,6.0,73500.0,Product Management,3.0,3.5,Long,Single,High School,3.6666666666666665,96.0,True,5.0,0.0,3.0,Moderately Likely to Churn,2
512,Boston,8.0,74000.0,Sales,3.0,2.5,Short,Single,High School,3.0,96.0,True,0.0,0.0,4.0,Moderately Likely to Churn,2
513,Boston,6.0,55000.0,Operations,5.0,3.5,Medium,Married,High School,3.333333333333333,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
514,Seattle,17.0,69000.0,Administration,2.0,3.0,Medium,Married,High School,3.0,30.0,True,3.0,4.0,3.0,Moderately Likely to Churn,2
515,New York,15.0,82500.0,Customer Service,4.0,4.0,Medium,Married,Bachelor,3.6666666666666665,24.0,True,3.0,3.0,2.0,Highly Likely to Churn,1
516,New York,12.0,74500.0,Research and Development,3.0,3.5,Short,Single,High School,4.0,48.0,True,4.0,6.0,3.0,Moderately Likely to Churn,2
517,Dallas,5.0,69500.0,Research and Development,3.0,4.0,Medium,Married,Master,3.333333333333333,18.0,True,2.0,0.0,2.0,Highly Likely to Churn,1
518,Scranton,2.0,48000.0,Accounting,1.0,3.5,Medium,Married,High School,3.0,88.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
519,Boston,13.0,66000.0,Procurement,3.0,4.0,Medium,Divorced,Bachelor,3.333333333333333,30.0,False,3.0,2.0,2.0,Highly Likely to Churn,1
520,Boston,12.0,75500.0,Research and Development,3.0,4.0,Medium,Single,Bachelor,3.333333333333333,30.0,True,4.0,6.0,3.0,Moderately Likely to Churn,2
521,Boston,10.0,56500.0,Operations,3.0,4.0,Short,Married,Bachelor,3.6666666666666665,24.0,True,3.0,4.0,2.0,Highly Likely to Churn,1
522,Philadelphia,9.0,64000.0,Customer Service,2.0,3.832455589941599,Medium,Single,High School,3.594976558062513,47.94610038401808,True,2.100030816834538,1.0,2.3285214672181085,Highly Likely to Churn,1
523,Scranton,3.0,48500.0,Customer Service,5.0,5.0,Long,Married,Bachelor,4.0,12.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
524,Seattle,6.0,67500.0,Operations,3.0,3.5,Medium,Single,Bachelor,3.0,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
525,Philadelphia,10.0,67500.0,Public Relations,2.0,3.5,Long,Divorced,High School,3.6666666666666665,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
